ID,English,Chinese_Simplified,French,German,Italian,Polish,Portuguese_Brazil,Russian,Spanish
Tile_damaged_ice_Text,Turns into a Water tile when destroyed. One hit will destroy it.,Turns into a Water tile when destroyed. One hit will destroy it.,"Se transforme en case d'eau quand elle est détruite, ce qui nécessite juste un seul coup.","Wird zu einem Wasserfeld, wenn es zerstört wird. Ein Treffer zerstört es.",파괴되면 물로 변합니다. 한 번 맞으면 파괴됩니다.,"Gdy ulega zniszczeniu, zamienia się w wodę. Wystarczy jedno uderzenie.",Torna-se Água quando é destruído. Basta um ataque para destruir.,При уничтожении превратится в воду. Осталось одно попадание.,Se convierte en una casilla de agua al destruirlo. Un solo golpe lo destruirá.
Tile_air_strike_Title,Air Strike,Air Strike,Frappe aérienne,Luftschlag,공군 폭격,Nalot,Bombardeio,Авиаудар,Ataque aéreo
Tile_air_strike_Text,"Bombs will be dropped here, instantly killing any unit.","Bombs will be dropped here, instantly killing any unit.","Des bombes sont larguées à cet endroit, tuant toutes les unités.","Es werden hier Bomben abgeworfen, die jede Einheit zerstören.",곧 폭격이 떨어져 유닛을 죽입니다. ,"Na to pole spadną bomby, które zniszczą każdą jednostkę.",Bombas cairão aqui; qualquer unidade morrerá na hora.,"В эту точку упадут бомбы, мгновенно уничтожив любой юнит.",Aquí se lanzarán bombas que matarán al instante a cualquier unidad.
Tile_spawning_Title,Spawn Tile,Emerging,Case d'émergence,Auftauchfeld,출현 타일,Vek pod ziemią,Área de surgimento,Появление векка,Casilla de aparición
Tile_spawning_Text,Vek will emerge here next turn. Any unit blocking this space will take one damage.,Vek will emerge here next turn. Any unit blocking this space will take one damage.,Des Veks émergeront à cet endroit au prochain tour. Une unité bloquant cette case subit 1 point de dégâts.,"In der nächsten Runde taucht hier ein Vek auf. Jede Einheit, die dieses Feld blockiert, erleidet 1 Schaden.",Vek이 다음 턴 이 곳에서 출현합니다. 차단하는 유닛은 피해를 1 입습니다.,Tutaj w następnej turze pojawi się vek. Blokująca to pole jednostka otrzyma 1 pkt. obrażeń.,Surgirá um Vek aqui no próx. turno. Unidades neste espaço sofrerão 1 de dano.,"На следующем ходу здесь появится векк. Юнит, блокирующий появление, получит 1 ед. урона.",Un vek emergerá aquí el próximo turno. Cualquier unidad que bloquee este espacio sufrirá uno de daño.
Tile_frozen_acid_Title,Frozen A.C.I.D.,Frozen A.C.I.D.,A.C.I.D.E. gelé,Gefrorenes A.C.I.D.U.M.,얼어붙은 A.C.I.D.,Zamrożony K.W.A.S.,A.C.I.D. Congelado,Замерзшая кислота,A.C.I.D.O. congelado
Tile_frozen_acid_Text,Low temperatures have rendered the A.C.I.D. on this tile inert.,Low temperatures have rendered the A.C.I.D. on this tile inert.,La température est tellement basse que l'A.C.I.D.E. de cette case est devenu inerte.,Niedrige Temperaturen haben das A.C.I.D.U.M. auf diesem Feld eingefroren.,낮은 기온이 A.C.I.D.를 얼어붙게 했습니다.,Niskie temperatury zneutralizowały K.W.A.S. na tym polu.,As baixas temperaturas neutralizaram o A.C.I.D. neste espaço.,Пониженная температура сделала кислоту в этой клетке безопасной.,Las bajas temperaturas han vuelto inerte el A.C.I.D.O. de esta casilla.
Tile_forest_Title,Forest Tile,Forest Tile,Case de forêt,Waldfeld,숲 타일,Las,Espaço: Floresta,Клетка с лесом,Casilla de bosque
Tile_forest_Text,"If damaged, lights on Fire.","If damaged, lights on Fire.",Prend feu si elle est endommagée.,"Wenn es beschädigt wird, geht es in Flammen auf.",피해를 입으면 불이 붙습니다. ,"Gdy jest celem ataku, zaczyna płonąć.",Pega Fogo ao sofrer dano.,При получении урона начнется пожар.,"Si sufre daño, se prenderá fuego."
Tile_acid_Title,A.C.I.D. Pool,A.C.I.D. Pool,Mare d'A.C.I.D.E.,A.C.I.D.U.M.-Pfütze,A.C.I.D. 웅덩이,Kałuża K.W.A.S-u,Poça de A.C.I.D.,Лужа кислоты,Charco de A.C.I.D.O.
Tile_acid_Text,Inflicts A.C.I.D. on the 1st unit that steps on this space.,Inflicts A.C.I.D. on the 1st unit that steps on this space.,Inflige des dégâts d'A.C.I.D.E. à la première unité qui arrive sur cette case.,"Das A.C.I.D.U.M. wirkt auf die erste Einheit, die dieses Feld betritt.",처음 밟는 유닛에게 A.C.I.D.를 묻힙니다. ,"Pokrywa K.W.A.S-em pierwszą jednostkę, która zajmie to pole.",Aplica A.C.I.D na 1ª unidade que pisar neste espaço.,"Покрывает кислотой первый юнит, который окажется в этой клетке.",Inflige A.C.I.D.O. a la primera unidad que pise este espacio.
Tile_damaged_mountain_Title,Damaged Mountain,Damaged Mountain,Montagne endommagée,Beschädigter Berg,깨진 산,Uszkodzona góra,Montanha Danificada,Поврежденная гора,Montaña dañada
Tile_damaged_mountain_Text,Blocks movement and projectiles. One hit will destroy it.,Blocks movement and projectiles. One hit will destroy it.,Bloque les déplacements et les projectiles. Un coup suffit pour la détruire.,Blockiert Bewegung und Geschosse. Ein Treffer zerstört ihn.,투사체와 이동을 막습니다. 한 번 맞으면 파괴됩니다. ,Blokuje ruch i pociski. Jedno uderzenie ją zniszczy.,Bloqueia movimentos e projéteis. 1 golpe para destruir.,Блокирует проход и стрельбу. Будет уничтожена первым же попаданием.,Bloquea el movimiento y los proyectiles. Un solo golpe la destruirá.
Tile_grassland_Title,Grassland,Grassland,Prairie,Grasland,초원,Łąka,Gramado,Луг,Hierba
Tile_grassland_Text,Your bonus objective is to terraform Grassland tiles into Sand.,Your bonus objective is to terraform Grassland tiles into Sand.,Votre objectif bonus consiste à terraformer les cases de prairie pour les transformer en sable.,Dein Bonusziel ist das Terraformieren von Graslandfeldern zu Sand.,이 초원을 사막으로 테라포밍 하는 것이 추가 임무입니다. ,Twoim zadaniem dodatkowym jest przekształcenie łąk w piasek.,Seu objetivo bônus é terraformar espaços de Gramado em Areia.,Ваша дополнительная задача: превратить луговые клетки в песок.,El objetivo de bonificación es terraformar las casillas de hierba y convertirlas en arena.
Tile_freeze_mine_Title,Freeze Mine,Freeze Mine,Mine gelante,Eismine,빙결 지뢰,Mina zamrażająca,Mina Congelante,Замораживающая мина,Mina congelante
Tile_freeze_mine_Text,Any unit that stops on this space will be Frozen.,Any unit that stops on this space will be Frozen.,Toute unité s'arrêtant à cet endroit se retrouve gelée.,"Jede Einheit, die ihre Bewegung auf diesem Feld beendet, friert ein.",이 타일에 멈추는 유닛은 얼어붙습니다. ,"Jednostka, która stanie na tym polu, aktywuje minę i zostanie zamrożona.",Qualquer unidade que parar neste espaço será Congelada.,"Любой юнит, закончивший свой ход в этой клетке, будет заморожен.",Cualquier unidad que se detenga en este espacio quedará congelada.
Tile_lava_ice_Title,Frozen Lava,Frozen Lava,Lave gelée,Gefrorene Lava,얼어붙은 용암,Zamrożona lawa,Lava Congelada,Замерзшая лава,Lava congelada
Tile_lava_ice_Text,"Turns into a Lava tile when destroyed, but currently safe to stand on.","Turns into a Lava tile when destroyed, but currently safe to stand on.","Se transforme en case de lave quand on elle est détruite, mais en attendant, on peut marcher dessus sans risque.","Wird zu einem Lavafeld, wenn es zerstört wird, ist aber momentan noch sicher.","파괴되면 용암 타일이 되지만, 지금은 안전합니다. ","Gdy ulega zniszczeniu, zamienia się w lawę. Obecnie nieszkodliwa.","Ao destruir torna-se Lava, mas por enquanto é seguro pisar aqui.","При уничтожении превратится в лаву, но пока что тут можно стоять без опаски.","Se convierte en una casilla de lava al destruirla, pero, por el momento, se puede estar sobre ella sin problemas."
Tile_fire_Title,Fire Tile,Fire Tile,Case de feu,Feuerfeld,불 타일,Ogień,Espaço: Fogo,Горящая клетка,Casilla de fuego
Tile_fire_Text,Lights units on Fire.,Lights units on Fire.,Met le feu aux unités.,Steckt Einheiten in Brand.,유닛에 불을 붙입니다. ,Podpala jednostki.,Põe Fogo nas unidades.,Поджигает юниты.,Prende fuego a las unidades.
Tile_electric_smoke_Title,Electric Smoke,Electric Smoke,Fumigènes électrisés,Elektrorauch,전기 연막,Naelektryzowany dym,Fumaça Elétrica,Электрический дым,Humo eléctrico
Tile_electric_smoke_Text,Units in Smoke cannot attack or repair. \nElectricity damages enemy units.,Units in Smoke cannot attack or repair. \nElectricity damages enemy units.,Les unités prises dans les fumigènes ne peuvent ni attaquer ni se réparer.\nL'électricité endommage les unités ennemies.,In Rauch gehüllte Einheiten können weder angreifen noch reparieren.\nElektrizität beschädigt gegnerische Einheiten.,연막 속의 유닛은 공격이나 수리를 하지 못합니다. \n적 유닛에게 전기 피해를 입힙니다. ,Jednostki spowite dymem nie mogą atakować i się naprawiać. \nElektryczność zadaje obrażenia wrogom.,Unidades na Fumaça não atacam nem se reparam.\nEletricidade causa dano aos inimigos.,"Юниты не могут атаковать и ремонтироваться, пока находятся в дыму.\nЭлектричество наносит урон врагам.",Las unidades rodeadas de humo no pueden atacar ni reparar.\nLa electricidad hace daño a las unidades enemigas.
Tile_mountain_Title,Mountain Tile,Mountain Tile,Case de montagne,Bergfeld,산 타일,Góra,Espaço: Montanha,Клетка с горой,Casilla de montaña
Tile_mountain_Text,Blocks movement and projectiles. Damage twice to destroy.,Blocks movement and projectiles. Damage twice to destroy.,Bloque les déplacements et les projectiles. Détruite quand elle subit des dégâts à deux reprises.,Blockiert sowohl Bewegung als auch Geschosse. Wird erst beim zweiten Treffer zerstört.,투사체와 이동을 막습니다. 피해를 두 번 견딥니다. ,Blokuje ruch i pociski. Dwa uderzenia ją zniszczą.,Bloqueia movimentos e projéteis. Acerte 2 vezes para destruir.,"Блокирует проход и стрельбу. Будет уничтожена, получив урон дважды.",Bloquea el movimiento y los proyectiles. Hay que dañarla dos veces para destruirla.
Status_kill_Title,Deadly Threat,Deadly Threat,Menace mortelle,Tödliche Bedrohung,고수준 위험,Śmiertelne Zagrożenie,Ameaça Mortífera,Смертельная опасность,Amenaza mortal
Status_kill_Text,The weapon or environment effect on this tile will kill any unit. Shields and Ice will not block.,The weapon or environment effect on this tile will kill any unit. Shields and Ice will not block.,L'arme ou l'effet d'environnement de cette case tue n'importe quelle unité. Même un bouclier ou la glace ne permettent pas de bloquer cette menace.,Der Waffen- oder Umgebungseffekt auf diesem Feld tötet jede Einheit. Schilde und Eis blocken keinen Schaden.,무기 또는 환경 요소가 이 타일의 유닛을 죽일 것입니다. 방어막과 얼음이 막지 못합니다. ,Atak bronią lub efekty środowiskowe zabiją każdą jednostkę na tym polu. Osłona i lód nie zatrzymają obrażeń.,A arma ou efeito de cenário deste espaço matará qualquer unidade. Escudos e Gelo não protegerão.,Любой юнит на этой клетке погибнет под действием оружия или окружающей среды. Щиты и лед не спасут.,El arma o el efecto ambiental de esta casilla matará a cualquier unidad. Los escudos y el hielo no lo bloquearán.
Status_tentacle_Title,Hive Targeted,Hive Targeted,Visée de ruche,Im Visier des Schwarms,둥지가 노림 ,Gniew Roju,Mira na Colônia,Агрессивный рой,Objetivos de la colmena
Status_tentacle_Text,The Psion Tyrant will do 1 damage all friendly units every turn.,The Psion Tyrant will do 1 damage all friendly units every turn.,"Chaque tour, le Psion Tyran inflige 1 point de dégâts à toutes les unités alliées.",Der Psion-Tyrann verursacht jede Runde 1 Schaden bei allen verbündeten Einheiten.,사이온 군주가 매 턴마다 모든 아군 유닛에게 피해를 1 줍니다. ,Tyraniczny Psionik zada co turę 1 pkt. obrażeń jednostkom sojuszniczym.,O Tirano Psion causa 1 de dano a todos os aliados a cada turno.,Угнетающий псион наносит по 1 ед. урона всем союзникам каждый ход.,El psiónico tirano hará 1 de daño a todas las unidades aliadas cada turno.
Status_explode_Title,Explosive Decay,Explosive Decay,Pourrissement explosif,Explosiver Verfall,폭발성 시체,Wybuchowy Rozkład,Morte Explosiva,Нестабильный распад,Putrefacción explosiva
Status_explode_Text,"Explodes on death, dealing 1 damage to adjacent tiles.","Explodes on death, dealing 1 damage to adjacent tiles.","Explose en mourant, infligeant 1 point de dégâts aux cases adjacentes.",Explodiert beim Tod und verursacht auf allen benachbarten Feldern 1 Schaden.,죽으면 폭발해 주변 타일에 피해를 1 줍니다. ,Wybucha po śmierci i zadaje 1 pkt. obrażeń przylegającym polom.,Explode ao morrer e causa 1 de dano a espaços adjacentes.,"Взрывается при смерти, нанося 1 ед. урона соседним клеткам.","Explota al morir, lo que hará 1 de daño a las casillas adyacentes."
Status_explode_leader_Title,Explosive Decay,Explosive Decay,Pourrissement explosif,Explosiver Verfall,폭발성 시체,Wybuchowy Rozkład,Morte Explosiva,Нестабильный распад,Putrefacción explosiva
Status_explode_leader_Text,"The Blast Psion will cause all Vek to explode on death, dealing 1 damage to adjacent tiles.","The Blast Psion will cause all Vek to explode on death, dealing 1 damage to adjacent tiles.","À cause du Psion Explosif, tous les Veks explosent en mourant, infligeant 1 point de dégâts aux cases adjacentes.","Der Spreng-Psion lässt alle getöteten Vek explodieren, was auf allen benachbarten Feldern 1 Schaden verursacht.",격렬 사이온이 모든 Vek을 죽으면 폭발해 주변 타일에 피해를 1 주도록 만들었습니다. ,"Wybuchowy Psionik sprawia, że veki wybuchają po śmierci i zadają 1 pkt. obrażeń przylegającym polom.",O Psion de Explosões faz todos os Vek explodirem ao morrer e causarem 1 de dano a espaços adjacentes.,"Разрывной псион заставляет всех прочих векков взрываться при смерти, нанося 1 ед. урона соседним клеткам.","El psiónico explosivo provocará que todos los vek exploten al morir, lo que hará 1 de daño a las casillas adyacentes."
Status_icecrack_Title,On Damaged Ice,On Damaged Ice,Sur de la glace endommagée,Auf beschädigtem Eis,깨진 얼음 위,Na Popękanym Lodzie,Em Gelo Danificado,На хрупком льду,Sobre hielo dañado
Status_icecrack_Text,Damaged Ice will turn into Water if damaged again.,Damaged Ice will turn into Water if damaged again.,La glace endommagée se transforme en eau si elle subit encore une fois des dégâts.,"Beschädigtes Eis wird zu Wasser, wenn es erneut getroffen wird.",깨진 얼음은 한 번 더 피해를 입으면 물로 변합니다. ,"Popękany lód zamieni się w wodę, gdy będzie celem ponownego ataku.",Gelo Danificado se torna Água ao sofrer mais dano.,"Поврежденный лед превратится в водную клетку, если снова получит урон.",El hielo dañado se convertirá en agua si vuelve a sufrir daño.
Status_purple_Title,Alpha Unit,Alpha Unit,Unité Alpha,Alpha-Einheit,알파 유닛,Jednostka Alfa,Unidade Alfa,Альфа-враг,Unidad alfa
Status_purple_Text,Alpha units are more powerful than their standard counterparts.,Alpha units are more powerful than their standard counterparts.,Les unités Alpha sont plus puissantes que les normales.,Alpha-Einheiten sind mächtiger als ihre normalen Gegenstücke.,알파 유닛은 보통 개체보다 더 강력합니다. ,Jednostki Alfa są silniejsze niż ich standardowe odpowiedniki.,Unidades Alfa são versões mais poderosas das unidades comuns.,Альфа-существа мощнее и опаснее обычных.,Las unidades alfa son más poderosas que sus homólogas estándar.
Status_water_Title,Submerged,Submerged,Sous l'eau,Untergetaucht,침수됨,Zalanie,Submerso,В воде,Sumergido
Status_water_Text,Weapons do not work when submerged in Water.,Weapons do not work when submerged in Water.,Les armes ne fonctionnent pas sous l'eau.,Waffen funktionieren im Wasser nicht.,물 속에 잠겼을 때 무장이 작동하지 않습니다. ,"Broń nie działa, gdy jest zanurzona w wodzie.",Armas não funcionam submersas em Água.,"Находясь в воде, нельзя использовать оружие.",Las armas no funcionan cuando se está sumergido en agua.
Status_boss_Title,Hive Leader,Hive Leader,Chef de ruche,Schwarmführer,무리 리더,Przywódca Roju,Líder da Colônia,Лидер улья,Líder de colmena
Status_boss_Text,"These are the most powerful Vek. Immune to water, they can be more challenging to kill.","These are the most powerful Vek. Immune to water, they can be more challenging to kill.","Ces Veks sont les plus puissants qui soient. Immunisés contre l'eau, ils peuvent s'avérer extrêmement difficiles à tuer.",Der stärkste Vek von allen. Immun gegen Wasser und nur sehr schwer zu besiegen.,"가장 강력한 Vek으로, 물에 면역입니다. 처치하기 힘듭니다.",To najsilniejsze z veków. Są odporne na wodę i mogą być o wiele trudniejsze do zabicia.,Estes são os Vek mais poderosos. Imunes a água; matá-los pode ser desafiador.,Один из наиболее могучих векков. Не боится воды и представляет крайне непростую цель.,Son los vek más poderosos. Son inmunes al agua y puede suponer todo un reto matarlos.
Status_youthful_Title,Impulsive,Impulsive,Impulsivité,Impulsiv,충동적,Porywczość,Impulsivo,Импульсивность,Impulsivo
Status_youthful_Text,This unit gains +3 Move on first turn of every mission.,This unit gains +3 Move on first turn of every mission.,Cette unité gagne +3 en déplacement lors du premier tour de chaque mission.,Diese Einheit erhält +3 Bewegung in der ersten Runde jeder Mission.,이 유닛이 매 임무의 첫 턴마다 +3 이동력을 얻습니다.,Ta jednostka ma +3 do ruchu w pierwszej turze każdej misji.,A unidade ganha +3 de movimento no 1º turno da missão.,Этот юнит получает +3 к перемещению на первом ходу каждого боя.,La unidad obtiene +3 de movimiento en el primer turno de cada misión.
Status_armor_Title,Natural Armor,Natural Armor,Blindage naturel,Natürliche Panzerung,천연 장갑,Naturalny Pancerz,Blindagem Natural,Естественная броня,Armadura natural
Status_armor_Text,"Weapon damage to this unit is reduced by 1. All other damage (Push, Blocking, Fire, etc.) is unaffected.","Weapon damage to this unit is reduced by 1. All other damage (Push, Blocking, Fire, etc.) is unaffected.","Les dégâts que les armes infligent à cette unité sont réduits de 1. Les autres types de dégâts (poussée, blocage, feu, etc.) ne sont pas affectés.","Waffenschaden an dieser Einheit wird um 1 reduziert. Andere Schadensarten (Schieben, Blocken, Feuer usw.) sind davon nicht betroffen.","이 유닛이 받는 무기 피해가 1 감소합니다. 다른 피해(밀기, 차단, 화재 등)에는 적용되지 않습니다.","Ta jednostka otrzymuje obrażenia od broni zredukowane o 1 pkt. Nie dotyczy innych rodzajów obrażeń (popchnięć, blokowania, ognia itp.).","O dano de arma que esta unidade sofre é reduzido em 1. Os demais tipos de dano (Empurrão, Fogo, Bloqueio, etc.) permanecem normais.","Оружие наносит этому юниту на 1 ед. урона меньше. Урон от прочих источников (толчки, блокирование, огонь и т. п.) не изменяется.","A esta unidad, las armas le hacen 1 menos de daño. Otras fuentes de daño (empujones, fuegos, bloqueos, etc.) no se ven afectadas."
Status_tele_A_Title,Teleporter Pad,Teleporter Pad,Dalle de téléportation,Teleportfeld,텔레포터 패드,Platforma Teleportera,Teletransporte,Площадка телепорта,Base de teletransportador
Status_tele_A_Text,"If another unit uses the RED teleport pad, this unit will swap locations with it.","If another unit uses the RED teleport pad, this unit will swap locations with it.","Si une autre unité utilise la dalle de téléportation ROUGE, cette unité change de place avec elle.","Wenn eine andere Einheit das ROTE Teleportfeld nutzt, tauscht diese Einheit mit ihr den Platz.","다른 유닛이 빨간 텔레포터 패드를 사용하면, 이 유닛과 위치를 뒤바꿉니다. ","Jeżeli inna jednostka użyje CZERWONEJ platformy, ta jednostka zamieni się z nią miejscem.","Se outra unidade usar o teletransporte VERMELHO, esta unidade trocará de lugar com ela.","Если другой юнит занимает КРАСНУЮ площадку, этот юнит поменяется с ним местами.","Si otra unidad usa la base de teletransportador roja, esta unidad intercambiará su posición con ella."
Status_guard_Title,Stable,Stable,Stable,Stabil,고정,Stabilność,Estável,Стабильность,Estable
Status_guard_Text,"Cannot be moved by any weapon effect (Push, Teleport, etc.).","Cannot be moved by any weapon effect (Push, Teleport, etc.).","Ne peut pas être déplacé par un effet d'arme, quel qu'il soit (poussée, téléportation, etc.).","Kann nicht durch Waffeneffekte bewegt werden (Schieben, Teleport usw.).","무기 효과에 의해 움직이지 않습니다(밀기, 텔레포트 등).","Jednostka jest niewrażliwa na przesunięcie atakiem (popchnięcie, teleportację itp.).","Não pode ser movida por efeitos de armas (Empurrão, Teleporte, etc.)","Эффекты оружия (толчки, телепорт и т.п.) не могут изменить положение юнита.","No puede moverse debido a efectos de armas (empujones, teletransportes, etc.)."
Status_spawnblock_Title,Blocking Spawn,Blocking Spawn,Blocage d'apparition,Blockiertes Auftauchen,출현 차단,Blokowanie Wroga,Bloq. Surgimento,Блокирование появления,Bloqueo de aparición
Status_spawnblock_Text,"The new enemy unit will not spawn here, but this unit will take 1 damage.","The new enemy unit will not spawn here, but this unit will take 1 damage.","La nouvelle unité ennemie n'apparaît pas à cet endroit, mais cette unité subit 1 point de dégâts.","Zwar erscheint die neue Gegnereinheit nicht auf diesem Feld, aber dafür erleidet diese Einheit 1 Schaden.",새 적 유닛이 출현하지 못합니다. 하지만 유닛이 피해를 1 입습니다. ,"Nowa jednostka wroga nie pojawi się na tym polu, ale ta jednostka otrzyma 1 pkt. obrażeń.","A nova unidade inimiga não surgirá, mas esta unidade sofrerá 1 de dano.","Новый враг не сможет появиться в этой клетке, но этот юнит получит 1 ед. урона.","La nueva unidad enemiga no aparecerá aquí, pero esta unidad sufrirá 1 de daño."
Status_armor_degraded_Title,Degraded Armor,Degraded Armor,Blindage dégradé,Geschwächte Panzerung,무력화된 장갑,Przeżarty Pancerz,Blindagem Corroída,Разъеденная броня,Armadura degradada
Status_armor_degraded_Text,A.C.I.D. is currently nullifying the effects of Armor on this unit.,A.C.I.D. is currently nullifying the effects of Armor on this unit.,L'A.C.I.D.E. annule actuellement l'effet Blindé de cette unité.,A.C.I.D.U.M. negiert die Panzerungseffekte dieser Einheit.,A.C.I.D.가 유닛의 장갑 효과를 일시적으로 무력화하고 있습니다. ,K.W.A.S. neutralizuje właściwości pancerza tej jednostki.,A.C.I.D está anulando os efeitos da Blindagem desta unidade.,Броня этого юнита повреждена кислотой и не защищает.,El A.C.I.D.O. está anulando los efectos de la armadura de esta unidad.
Status_zoltan_shield_Title,Zoltan Shield,Zoltan Shield,Bouclier zoltan,Zoltan-Schild,졸탄 방어막,Osłona Zoltanów,Escudo Zoltan,Золтанский щит,Escudo zoltan
Status_zoltan_shield_Text,"Same as a normal Shield, but regenerates at the start of every turn","Same as a normal Shield, but regenerates at the start of every turn","Identique à un bouclier normal, sauf qu'il se régénère au début de chaque tour.","Identisch mit normalem Schild, regeneriert jedoch zu Beginn jeder Runde.","일반 방어막과 같지만, 매 턴마다 재생성됩니다.","Działa jak normalna osłona, ale odnawia się na początku każdej tury.","Semelhante a um Escudo normal, porém se regenera no começo do turno.","Действует как обычный щит, но восстанавливается в начале каждого хода.","Es como un escudo normal, pero se regenera al principio de cada turno."
Status_moving_Title,Move Bonus,Move Bonus,Bonus de déplacement,Bewegungsbonus,이동 보너스,Premia Do Ruchu,Bônus de Mov.,Ускорение,Bonificación de movimiento
Status_moving_Text,+2 Move for ONE turn.,+2 Move for ONE turn.,+2 en déplacement pendant 1 tour.,+2 Bewegung für EINE Runde,한 턴동안 +2 이동력,Premia +2 do ruchu na JEDNĄ turę.,+2 de Mov. por UM turno.,+2 к перемещению на ОДИН ход.,+2 de movimiento durante un turno.
Status_kickoff_Title,Kickoff Boosters,Kickoff Boosters,Boosters,Startbooster,킥오프 부스터,Dopalacze Startowe,Foguetes de Partida,Усиленная тяга,Propulsores de arranque
Status_kickoff_Text,+2 Move this turn.,+2 Move this turn.,+2 en déplacement pendant ce tour.,+2 Bewegung diese Runde.,이 턴에 +2 이동력,Premia +2 do ruchu w tej turze.,+2 de Mov. neste turno.,+2 к перемещению на этом ходу.,+2 de movimiento este turno.
Status_ice_Title,On Ice,On Ice,Sur la glace,Auf Eis,얼음 위,Na Lodzie,No Gelo,На льду,Sobre hielo
Status_ice_Text,"If an Ice tile takes damage twice, it will turn into Water.","If an Ice tile takes damage twice, it will turn into Water.","Si une case de glace subit des dégâts à deux reprises, elle se transforme en eau.","Wenn ein Eisfeld zweimal Schaden erleidet, wird es zu Wasser.",얼음 타일이 두 번 피해를 입으면 물로 변합니다. ,"Gdy lód otrzyma obrażenia dwukrotnie, zamienia się w wodę.","Se um espaço de Gelo sofre 2 de dano, torna-se Água.","Если клетка со льдом дважды получит повреждения, она превратится в воду.","Si una casilla de hielo sufre daño dos veces, se convertirá en agua."
Status_armor_leader_Title,Hardened Carapace,Hardened Carapace,Carapace durcie,Verstärkter Panzer,강화된 갑각,Wzmocniony Karapaks,Carapaça Rígida,Плотный панцирь,Caparazón endurecido
Status_armor_leader_Text,"The Shell Psion is providing Armor to all Vek, reducing incoming weapon damage by 1. All other damage (Push, Blocking, Fire, etc.) is unaffected.","The Shell Psion is providing Armor to all Vek, reducing incoming weapon damage by 1. All other damage (Push, Blocking, Fire, etc.) is unaffected.","Le Psion Carapace confère l'effet Blindé à tous les Veks, ce qui réduit de 1 les dégâts que leur infligent les armes. Les autres types de dégâts (poussée, blocage, feu, etc.) ne sont pas affectés.","Der Panzer-Psion verleiht allen Vek Panzerung und verringert eingehenden Waffenschaden um 1. Andere Schadensarten (Schieben, Blocken, Feuer usw.) sind davon nicht betroffen.","갑각 사이온이 모든 Vek의 갑각을 강화해 무기 피해가 1 감소합니다. 다른 피해(밀기, 차단, 화재 등)에는 적용되지 않습니다.","Pancerny Psionik zapewnia wszystkim vekom pancerz zmniejszający obrażenia od broni o 1 pkt. Nie dotyczy innych rodzajów obrażeń (popchnięć, blokowania, ognia itp.).","O Psion de Carapaça fornece Blindagem a todos os Vek; reduz 1 do dano sofrido por armas. Os demais danos (Empurrão, Fogo, Bloqueio, etc.) não mudam.","Панцирный псион уменьшает урон, наносимый оружием всем веккам, на 1 ед. Урон от прочих источников (толчки, блокирование, огонь и т. п.) не изменяется.","El psiónico protector proporciona blindaje a todos los vek, por lo que las armas les hacen 1 menos de daño. Otras fuentes de daño (empujones, fuegos, bloqueos, etc.) no se ven afectadas."
Status_shield_heal_Title,Self-Repairing,Self-Repairing,Autoréparation,Selbstreparatur,자가-수리,Samonaprawa,Autorreparos,Авторемонт,Autorreparación
Status_shield_heal_Text,"If damaged, this unit will Shield itself and prepare to heal.","If damaged, this unit will Shield itself and prepare to heal.","Si elle est endommagée, cette unité génère un bouclier pour se protéger et se prépare à se soigner.","Wird diese Einheit beschädigt, verleiht sie sich selbst einen Schild, um sich zu reparieren.",피해 입을 경우 방어막을 활성화 하고 수리할 준비를 합니다. ,"Gdy otrzyma uszkodzenia, jednostka aktywuje osłonę i przygotuje się do naprawy.","Ao sofrer dano, esta unidade usa Escudo em si e prepara para se curar.",При получении урона этот юнит активирует щит и начинает ремонтироваться.,"Si sufre daño, esta unidad se escudará y se preparará para curarse."
Status_danger_Title,Environment Danger,Environment Danger,Danger environnemental,Gefährliche Umgebung,환경 위협,Zagrożenie Środowiskowe,Perigo do Cenário,Опасная среда,Peligro ambiental
Status_danger_Text,The environment effect will affect this space next turn.,The environment effect will affect this space next turn.,L'environnement va affecter cet endroit au tour suivant.,Der Umgebungseffekt wirkt sich in der nächsten Runde auf dieses Feld aus.,다음 턴에 환경 효과가 이 타일에 영향을 끼칩니다. ,To pole znajdzie się pod wpływem efektu środowiskowego w następnej turze.,O efeito de cenário será aplicado neste espaço no próx. turno.,На следующем ходу на эту клетку распространится опасный эффект окружающей среды.,El efecto ambiental afectará a este espacio el próximo turno.
Status_poweroff_Title,Not Powered,Not Powered,Plus d'alimentation,Keine Energie,전력 공급 없음,Brak Zasilania,Sem Energia,Нет питания,Descargado
Status_poweroff_Text,Units without power are inactive and cannot move or attack.,Units without power are inactive and cannot move or attack.,Les unités sans alimentation deviennent inactives. Elles ne peuvent pas se déplacer ni attaquer.,Einheiten ohne Energie sind inaktiv und können sich weder bewegen noch angreifen.,"유닛에 전력 공급이 없어 비활성화된 상태로, 움직이거나 공격하지 못합니다. ",Jednostki wyłączone z powodu braku zasilania nie mogą się ruszać ani atakować.,Unidades sem energia ficam inativas e não podem se mover nem atacar.,Обесточенные юниты неактивны: они не двигаются и не атакуют.,Las unidades sin electricidad se quedan inactivas y no pueden moverse ni atacar.
Status_smoke_immune_Title,Smoke Immunity,Smoke Immunity,Immunité contre les fumigènes,Immunität gegen Rauch,연막 면역,Niewrażliwość na Dym,Imune a Fumaça,Иммунитет к дыму,Inmunidad al humo
